IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ȶ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
k	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
p	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
n	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ɳ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
n̪	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ȵ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ŋ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
m	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
l	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ɭ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
l̪	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ȴ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
r	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ɻ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
j	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
w	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
i	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
u	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
a	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
ɾ	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
aː	wang1289		Wangkayutyuru	Blake 1979	blake_pitta-pitta_1979	Please see also the general comparative notes on Australian inventories.
t	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t̪	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n̪	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
iː	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
uː	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
aː	kuun1236		Kungkari	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ʈ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
t̪	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ȶ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
k	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
p	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
n	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ɳ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
n̪	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ȵ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ŋ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
m	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
l	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ɭ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ȴ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
r	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
ɻ	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
j	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
w	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
i	pirr1240		Pirriya	Breen 1990	breen_salvage_1990	Please see also the general comparative notes on Australian inventories. Lack of /u:/ may be an accidental gap due to small dataset.
