InventoryID	LanguageCode	LanguageName	Phoneme	PhonemeOld	Allophones	AllophonesOld	Notes	NotesTwo
	dow	Doayo	ɛː	ɛː			all short vowels have a phonemic long counterpart
	dow	Doayo	uː	uː			all short vowels have a phonemic long counterpart
	dow	Doayo	oː	oː			all short vowels have a phonemic long counterpart
	dow	Doayo	ɔː	ɔː			all short vowels have a phonemic long counterpart
	dow	Doayo	aː	aː			all short vowels have a phonemic long counterpart
	dow	Doayo	ɛ̃	ɛ̃			only short vowels /ɛ/, /a/, and /ɔ/ have a phonemic nasal counterpart
	dow	Doayo	ɔ̃	ɔ̃			only short vowels /ɛ/, /a/, and /ɔ/ have a phonemic nasal counterpart
	dow	Doayo	ã	ã			only short vowels /ɛ/, /a/, and /ɔ/ have a phonemic nasal counterpart
	dow	Doayo	ĩː	ĩː			apparently long vowels have a phonemic nasal counterpart except /e/ and /o/, this does not make much sense regarding the short vowel nasal restrictions just above
	dow	Doayo	ɛ̃ː	ɛ̃ː			apparently long vowels have a phonemic nasal counterpart except /e/ and /o/, this does not make much sense regarding the short vowel nasal restrictions just above
	dow	Doayo	ũː	ũː			apparently long vowels have a phonemic nasal counterpart except /e/ and /o/, this does not make much sense regarding the short vowel nasal restrictions just above
	dow	Doayo	ɔ̃ː	ɔ̃ː			apparently long vowels have a phonemic nasal counterpart except /e/ and /o/, this does not make much sense regarding the short vowel nasal restrictions just above
	dow	Doayo	ãː	ãː			apparently long vowels have a phonemic nasal counterpart except /e/ and /o/, this does not make much sense regarding the short vowel nasal restrictions just above

699	dts	Dogon 	d̠ʒ	ʤ
	dts	Dogon 	t̠ʃ	ʧ
	dts	Dogon 	r	r
	dts	Dogon 	ŋ	ŋ
	dts	Dogon 	ɔ	ɔ
	dts	Dogon 	e	e
	dts	Dogon 	ɛ	ɛ
	dts	Dogon 	a	a
	dts	Dogon 	b	b
	dts	Dogon 	ɥ	ɥ			voiced labial-palatal approximant; not clear if this can be long (appears in the vowel section of the description)
	dts	Dogon 	d	d
	dts	Dogon 	ɡ	ɡ
	dts	Dogon 	f	f
	dts	Dogon 	i	i
	dts	Dogon 	h	h
	dts	Dogon 	k	k
	dts	Dogon 	j	j
	dts	Dogon 	m	m
	dts	Dogon 	l	l
	dts	Dogon 	o	o
	dts	Dogon 	n	n
	dts	Dogon 	p	p
	dts	Dogon 	s	s
	dts	Dogon 	ɲ	ɲ
	dts	Dogon 	u	u
	dts	Dogon 	t	t
	dts	Dogon 	w	w
	dts	Dogon 	z	z
	dts	Dogon 	iː	iː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	eː	eː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	ɛː	ɛː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	uː	uː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	oː	oː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	ɔː	ɔː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	aː	aː			all short vowels have a phonemic nasal counterpart
	dts	Dogon 	ĩ	ĩ			all vowels have a phonemic long counterpart
	dts	Dogon 	ẽ	ẽ			all vowels have a phonemic long counterpart
	dts	Dogon 	ɛ̃	ɛ̃			all vowels have a phonemic long counterpart
	dts	Dogon 	ũ	ũ			all vowels have a phonemic long counterpart
	dts	Dogon 	õ	õ			all vowels have a phonemic long counterpart
	dts	Dogon 	ɔ̃	ɔ̃			all vowels have a phonemic long counterpart
	dts	Dogon 	ã	ã			all vowels have a phonemic long counterpart

700	dua	Duala	˦	˦
	dua	Duala	˨	˨
	dua	Duala	˦˨	˦˨
	dua	Duala	˧	˧
	dua	Duala	˨˦	˨˦
	dua	Duala	ɲɟ	nɟ
	dua	Duala	nd	nd
	dua	Duala	ŋɡ	ŋɡ
	dua	Duala	ŋ	ŋ
	dua	Duala	ɓ	ɓ
	dua	Duala	ɔ	ɔ
	dua	Duala	ɗ	ɗ
	dua	Duala	ɛ	ɛ
	dua	Duala	ɟ	ɟ
	dua	Duala	a	a
	dua	Duala	c	c
	dua	Duala	b	b
	dua	Duala	e	e
	dua	Duala	d	d
	dua	Duala	mb	mb
	dua	Duala	i	i
	dua	Duala	k	k
	dua	Duala	j	j
	dua	Duala	m	m
	dua	Duala	l	l
	dua	Duala	o	o
	dua	Duala	n	n
	dua	Duala	p	p
	dua	Duala	s	s
	dua	Duala	ɲ	ɲ
	dua	Duala	u	u
	dua	Duala	t	t
	dua	Duala	w	w

701	dug	Duruma	˦	˦			unmarked
	dug	Duruma	˨	˨			unmarked
	dug	Duruma	ʃ	ʃ
	dug	Duruma	t̠ʃʰ	ʧʰ
	dug	Duruma	kʰ	kʰ
	dug	Duruma	ʒ	ʒ
	dug	Duruma	kp	kp
	dug	Duruma	kpʰ	kpʰ
	dug	Duruma	dz	ʣ
	dug	Duruma	mb	mb
	dug	Duruma	d̠ʒ	ʤ
	dug	Duruma	t̠ʃ	ʧ
	dug	Duruma	ts	ʦ
	dug	Duruma	ɱv	ɱv
	dug	Duruma	nd	nd
	dug	Duruma	ŋmɡb	ŋmɡb
	dug	Duruma	ŋm	ŋm			added from AA, not included in Chanard
	dug	Duruma	nz	nz
	dug	Duruma	β	β
	dug	Duruma	tsʰ	ʦʰ
	dug	Duruma	ŋɡ	ŋɡ
	dug	Duruma	ɡb	ɡb			corrected to AA, Chanard lists /gw/	corrected from keyboard <g> to IPA <ɡ>
	dug	Duruma	ŋ	ŋ
	dug	Duruma	ɔ	ɔ
	dug	Duruma	ɛ	ɛ
	dug	Duruma	r	r
	dug	Duruma	a	a
	dug	Duruma	pʰ	pʰ
	dug	Duruma	b	b
	dug	Duruma	d	d
	dug	Duruma	ɡ	ɡ
	dug	Duruma	f	f
	dug	Duruma	i	i
	dug	Duruma	h	h
	dug	Duruma	k	k
	dug	Duruma	j	j
	dug	Duruma	m	m
	dug	Duruma	l	l
	dug	Duruma	tʰ	tʰ
	dug	Duruma	n	n
	dug	Duruma	n̠d̠ʒ	ɲʤ
	dug	Duruma	p	p
	dug	Duruma	s	s
	dug	Duruma	ɲ	ɲ
	dug	Duruma	u	u
	dug	Duruma	t	t
	dug	Duruma	w	w
	dug	Duruma	v	v
	dug	Duruma	z	z

702	igb	Ebira	˦	˦
	igb	Ebira	˨	˨
	igb	Ebira	˧	˧			unmarked
	igb	Ebira	ʊ	ʊ			corrected to AA, Chanard lists /ʉ/
	igb	Ebira	d̠ʒ	ʤ
	igb	Ebira	t̠ʃ	ʧ
	igb	Ebira	r	r
	igb	Ebira	ɪ	ɪ
	igb	Ebira	ŋ	ŋ
	igb	Ebira	ɔ	ɔ
	igb	Ebira	ɛ	ɛ
	igb	Ebira	a	a
	igb	Ebira	b	b
	igb	Ebira	e	e
	igb	Ebira	d	d
	igb	Ebira	ɡ	ɡ
	igb	Ebira	i	i
	igb	Ebira	h	h
	igb	Ebira	k	k
	igb	Ebira	j	j
	igb	Ebira	m	m
	igb	Ebira	o	o
	igb	Ebira	n	n
	igb	Ebira	p	p
	igb	Ebira	s	s
	igb	Ebira	ɲ	ɲ
	igb	Ebira	u	u
	igb	Ebira	t	t
	igb	Ebira	w	w
	igb	Ebira	v	v
	igb	Ebira	z	z

703	ewe	Eʋe	˦	˦
	ewe	Eʋe	˨	˨			AA describes as 'non-high'	describes?
	ewe	Eʋe	β	β			corrected to IPA
	ewe	Eʋe	˨˦	˨˦
	ewe	Eʋe	ɡb	ɡb
	ewe	Eʋe	dz	ʣ
	ewe	Eʋe	ts	ʦ
	ewe	Eʋe	kp	kp
	ewe	Eʋe	χ	χ
	ewe	Eʋe	ŋ	ŋ
	ewe	Eʋe	ɔ	ɔ
	ewe	Eʋe	ɖ	ɖ
	ewe	Eʋe	ɛ	ɛ
	ewe	Eʋe	a	a
	ewe	Eʋe	ɣ	ɣ
	ewe	Eʋe	b	b
	ewe	Eʋe	e	e
	ewe	Eʋe	d	d
	ewe	Eʋe	ɡ	ɡ
	ewe	Eʋe	f	f
	ewe	Eʋe	i	i
	ewe	Eʋe	h	h
	ewe	Eʋe	k	k
	ewe	Eʋe	j	j
	ewe	Eʋe	m	m
	ewe	Eʋe	l	l	[l]	l,r
	ewe	Eʋe	l	l	[r]	l,r
	ewe	Eʋe	o	o
	ewe	Eʋe	n	n
	ewe	Eʋe	p	p
	ewe	Eʋe	s	s
	ewe	Eʋe	ɲ	ɲ
	ewe	Eʋe	u	u
	ewe	Eʋe	t	t
	ewe	Eʋe	w	w
	ewe	Eʋe	v	v
	ewe	Eʋe	ɸ	ɸ
	ewe	Eʋe	z	z
	ewe	Eʋe	ĩ	ĩ			vowels except /e/ and /o/ have phonemic nasal counterpart
	ewe	Eʋe	ɛ̃	ɛ̃			vowels except /e/ and /o/ have phonemic nasal counterpart
	ewe	Eʋe	ũ	ũ			vowels except /e/ and /o/ have phonemic nasal counterpart
	ewe	Eʋe	ɔ̃	ɔ̃			vowels except /e/ and /o/ have phonemic nasal counterpart
	ewe	Eʋe	ã	ã			vowels except /e/ and /o/ have phonemic nasal counterpart

704	bin	Ẹdo	˦	˦			only in Chanard
	bin	Ẹdo	˨	˨			only in Chanard
	bin	Ẹdo	β	β			assumed to be bilabial fric given old African transcription, although symbol used in AA is bilabial flap and in Chanard bilabial approx
	bin	Ẹdo	ɡb	ɡb
	bin	Ẹdo	ɽ	ɽ			symbol corrected to IPA for retracted/retroflex
	bin	Ẹdo	kp	kp
	bin	Ẹdo	ŋm	ŋm			in Chanard, not in AA
	bin	Ẹdo	ɔ	ɔ
	bin	Ẹdo	ɛ	ɛ
	bin	Ẹdo	a	a
	bin	Ẹdo	ɣ	ɣ
	bin	Ẹdo	b	b
	bin	Ẹdo	e	e
	bin	Ẹdo	d	d
	bin	Ẹdo	ɡ	ɡ
	bin	Ẹdo	f	f
	bin	Ẹdo	i	i
	bin	Ẹdo	h	h
	bin	Ẹdo	k	k
	bin	Ẹdo	j	j
	bin	Ẹdo	m	m
	bin	Ẹdo	l	l
	bin	Ẹdo	o	o
	bin	Ẹdo	n	n
	bin	Ẹdo	p	p
	bin	Ẹdo	s	s
	bin	Ẹdo	r	r
	bin	Ẹdo	u	u
	bin	Ẹdo	t	t
	bin	Ẹdo	w	w
	bin	Ẹdo	v	v
	bin	Ẹdo	ɹ	ɹ
	bin	Ẹdo	x	x
	bin	Ẹdo	z	z
	bin	Ẹdo	iː	iː			all vowels have a phonemic long counterpart
	bin	Ẹdo	eː	eː			all vowels have a phonemic long counterpart
	bin	Ẹdo	ɛː	ɛː			all vowels have a phonemic long counterpart
	bin	Ẹdo	uː	uː			all vowels have a phonemic long counterpart
	bin	Ẹdo	oː	oː			all vowels have a phonemic long counterpart
	bin	Ẹdo	ɔː	ɔː			all vowels have a phonemic long counterpart
	bin	Ẹdo	aː	aː			all vowels have a phonemic long counterpart
	bin	Ẹdo	ĩ	ĩ			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	ẽ	ẽ			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	ɛ̃	ɛ̃			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	ũ	ũ			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	õ	õ			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	ɔ̃	ɔ̃			all vowels have a phonemic nasal counterpart
	bin	Ẹdo	ã	ã			all vowels have a phonemic nasal counterpart

705	eza	Ẹzaa	˦	˦
	eza	Ẹzaa	˨	˨
	eza	Ẹzaa	ɪ	ɪ
	eza	Ẹzaa	ɡv	ɡv
	eza	Ẹzaa	ʊ	ʊ
	eza	Ẹzaa	ɡb	ɡb
	eza	Ẹzaa	kp	kp
	eza	Ẹzaa	dz	ʣ
	eza	Ẹzaa	ts	ʦ
	eza	Ẹzaa	r	r
	eza	Ẹzaa	ŋ	ŋ
	eza	Ẹzaa	ŋm	ŋm
	eza	Ẹzaa	ɔ	ɔ
	eza	Ẹzaa	ɛ	ɛ
	eza	Ẹzaa	kf	kf
	eza	Ẹzaa	a	a
	eza	Ẹzaa	ɣ	ɣ
	eza	Ẹzaa	b	b
	eza	Ẹzaa	e	e
	eza	Ẹzaa	d	d
	eza	Ẹzaa	ɡ	ɡ
	eza	Ẹzaa	f	f
	eza	Ẹzaa	i	i
	eza	Ẹzaa	k	k
	eza	Ẹzaa	j	j
	eza	Ẹzaa	m	m
	eza	Ẹzaa	l	l
	eza	Ẹzaa	o	o
	eza	Ẹzaa	n	n
	eza	Ẹzaa	p	p
	eza	Ẹzaa	s	s
	eza	Ẹzaa	ɲ	ɲ
	eza	Ẹzaa	u	u
	eza	Ẹzaa	x	x			added from AA, not in Chanard
	eza	Ẹzaa	t	t
	eza	Ẹzaa	w	w
	eza	Ẹzaa	v	v
	eza	Ẹzaa	z	z

706	etu	Ejagham de l'ouest	˦	˦
	etu	Ejagham de l'ouest	˨	˨
	etu	Ejagham de l'ouest	˦˨	˦˨
	etu	Ejagham de l'ouest	ʉ	ʉ
	etu	Ejagham de l'ouest	˨˦	˨˦
	etu	Ejagham de l'ouest	β	β			listed as phoneme in Chanard	get rid of?
	etu	Ejagham de l'ouest	ɡb	ɡb
	etu	Ejagham de l'ouest	kp	kp
	etu	Ejagham de l'ouest	d̠ʒ	ʤ
	etu	Ejagham de l'ouest	t̠ʃ	ʧ
	etu	Ejagham de l'ouest	r	r
	etu	Ejagham de l'ouest	ŋ	ŋ			given in square brackets in, not clear what it is allophone of, perhaps /n/?
	etu	Ejagham de l'ouest	ə	ə
	etu	Ejagham de l'ouest	a	a
	etu	Ejagham de l'ouest	ɣ	ɣ			listed as phoneme in Chanard
	etu	Ejagham de l'ouest	b	b
	etu	Ejagham de l'ouest	e	e
	etu	Ejagham de l'ouest	d	d
	etu	Ejagham de l'ouest	ɡ	ɡ
	etu	Ejagham de l'ouest	f	f
	etu	Ejagham de l'ouest	i	i
	etu	Ejagham de l'ouest	k	k
	etu	Ejagham de l'ouest	j	j
	etu	Ejagham de l'ouest	m	m
	etu	Ejagham de l'ouest	ɔ	ɔ			corrected to AA, given as /o/ in Chanard
	etu	Ejagham de l'ouest	n	n
	etu	Ejagham de l'ouest	p	p
	etu	Ejagham de l'ouest	s	s
	etu	Ejagham de l'ouest	ɲ	ɲ
	etu	Ejagham de l'ouest	u	u
	etu	Ejagham de l'ouest	t	t
	etu	Ejagham de l'ouest	w	w

707	ema	Emai	ʃ	ʃ
	ema	Emai	ɡb	ɡb
	ema	Emai	kp	kp
	ema	Emai	d̠ʒ	ʤ
	ema	Emai	t̠ʃ	ʧ
	ema	Emai	β	β
	ema	Emai	nʷ	nw
	ema	Emai	χ	χ
	ema	Emai	ɔ	ɔ
	ema	Emai	ɛ	ɛ
	ema	Emai	r	r
	ema	Emai	a	a
	ema	Emai	ɣ	ɣ
	ema	Emai	b	b
	ema	Emai	e	e
	ema	Emai	d	d
	ema	Emai	ɡ	ɡ
	ema	Emai	f	f
	ema	Emai	i	i
	ema	Emai	h	h
	ema	Emai	k	k
	ema	Emai	j	j
	ema	Emai	m	m
	ema	Emai	l	l
	ema	Emai	o	o
	ema	Emai	n	n
	ema	Emai	p	p
	ema	Emai	s	s
	ema	Emai	ɲ	ɲ
	ema	Emai	u	u
	ema	Emai	t	t
	ema	Emai	w	w
	ema	Emai	v	v
	ema	Emai	z	z
	ema	Emai	iː	iː			vowels have a phonemic long counterpart
	ema	Emai	eː	eː			vowels have a phonemic long counterpart
	ema	Emai	ɛː	ɛː			vowels have a phonemic long counterpart
	ema	Emai	uː	uː			vowels have a phonemic long counterpart
	ema	Emai	oː	oː			vowels have a phonemic long counterpart
	ema	Emai	ɔː	ɔː			vowels have a phonemic long counterpart
	ema	Emai	aː	aː			vowels have a phonemic long counterpart
	ema	Emai	ĩ	ĩ			short vowels have a phonemic nasal counterpart
	ema	Emai	ẽ	ẽ			short vowels have a phonemic nasal counterpart
	ema	Emai	ɛ̃	ɛ̃			short vowels have a phonemic nasal counterpart
	ema	Emai	ũ	ũ			short vowels have a phonemic nasal counterpart
	ema	Emai	õ	õ			short vowels have a phonemic nasal counterpart
	ema	Emai	ɔ̃	ɔ̃			short vowels have a phonemic nasal counterpart
	ema	Emai	ã	ã			short vowels have a phonemic nasal counterpart

708	enn	Engenni	˦	˦
	enn	Engenni	˨	˨
	enn	Engenni	ɪ	ɪ
	enn	Engenni	ʊ	ʊ
	enn	Engenni	ɡb	ɡb
	enn	Engenni	kp	kp
	enn	Engenni	˥	˥			AA refers to this as upstepped high
	enn	Engenni	ɓ	ɓ
	enn	Engenni	ɔ	ɔ
	enn	Engenni	ɗ	ɗ
	enn	Engenni	ə	ə
	enn	Engenni	ɛ	ɛ
	enn	Engenni	a	a
	enn	Engenni	b	b
	enn	Engenni	e	e
	enn	Engenni	d	d
	enn	Engenni	ɡ	ɡ
	enn	Engenni	f	f
	enn	Engenni	i	i
	enn	Engenni	k	k
	enn	Engenni	j	j
	enn	Engenni	m	m
	enn	Engenni	l	l
	enn	Engenni	o	o
	enn	Engenni	n	n
	enn	Engenni	p	p
	enn	Engenni	s	s
	enn	Engenni	r	r
	enn	Engenni	u	u
	enn	Engenni	t	t
	enn	Engenni	w	w
	enn	Engenni	v	v
	enn	Engenni	z	z

709	ewo	Ewondo	˦	˦
	ewo	Ewondo	˨	˨			unmarked
	ewo	Ewondo	˧	˧			unmarked
	ewo	Ewondo	ŋ	ŋ
	ewo	Ewondo	ɔ	ɔ
	ewo	Ewondo	ə	ə
	ewo	Ewondo	a	a
	ewo	Ewondo	b	b
	ewo	Ewondo	e	e
	ewo	Ewondo	d	d
	ewo	Ewondo	ɡ	ɡ
	ewo	Ewondo	f	f
	ewo	Ewondo	i	i
	ewo	Ewondo	k	k
	ewo	Ewondo	j	j
	ewo	Ewondo	m	m
	ewo	Ewondo	l	l
	ewo	Ewondo	o	o
	ewo	Ewondo	n	n
	ewo	Ewondo	s	s
	ewo	Ewondo	u	u
	ewo	Ewondo	t	t
	ewo	Ewondo	w	w
	ewo	Ewondo	v	v
	ewo	Ewondo	z	z

710	fmp	Fe'efe'fe	˦	˦
	fmp	Fe'efe'fe	˨	˨
	fmp	Fe'efe'fe	ʃ	ʃ
	fmp	Fe'efe'fe	˦˨	˦˨
	fmp	Fe'efe'fe	˧	˧
	fmp	Fe'efe'fe	ʉ	ʉ
	fmp	Fe'efe'fe	˨˦	˨˦
	fmp	Fe'efe'fe	ʒ	ʒ
	fmp	Fe'efe'fe	ʔ	ʔ
	fmp	Fe'efe'fe	d̠ʒ	ʤ
	fmp	Fe'efe'fe	t̠ʃ	ʧ
	fmp	Fe'efe'fe	ŋ	ŋ
	fmp	Fe'efe'fe	ɑ	ɑ
	fmp	Fe'efe'fe	ə	ə
	fmp	Fe'efe'fe	a	a
	fmp	Fe'efe'fe	ɣ	ɣ
	fmp	Fe'efe'fe	b	b
	fmp	Fe'efe'fe	e	e
	fmp	Fe'efe'fe	d	d
	fmp	Fe'efe'fe	ɡ	ɡ
	fmp	Fe'efe'fe	f	f
	fmp	Fe'efe'fe	i	i
	fmp	Fe'efe'fe	h	h
	fmp	Fe'efe'fe	k	k
	fmp	Fe'efe'fe	j	j
	fmp	Fe'efe'fe	m	m
	fmp	Fe'efe'fe	l	l
	fmp	Fe'efe'fe	o	o
	fmp	Fe'efe'fe	n	n
	fmp	Fe'efe'fe	p	p
	fmp	Fe'efe'fe	s	s
	fmp	Fe'efe'fe	u	u
	fmp	Fe'efe'fe	t	t
	fmp	Fe'efe'fe	w	w
	fmp	Fe'efe'fe	v	v
	fmp	Fe'efe'fe	z	z
	fmp	Fe'efe'fe	iː	iː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	eː	eː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	aː	aː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	ʉː	ʉː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	əː	əː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	ɑː	ɑː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	uː	uː			all vowels have a phonemic long counterpart
	fmp	Fe'efe'fe	oː	oː			all vowels have a phonemic long counterpart

711	fon	Fɔn	˦	˦
	fon	Fɔn	˨	˨
	fon	Fɔn	˧	˧
	fon	Fɔn	˨˦	˨˦
	fon	Fɔn	ɡb	ɡb
	fon	Fɔn	kp	kp
	fon	Fɔn	d̠ʒ	ʤ
	fon	Fɔn	t̠ʃ	ʧ
	fon	Fɔn	r	r
	fon	Fɔn	ɔ	ɔ
	fon	Fɔn	ɖ	ɖ
	fon	Fɔn	ɛ	ɛ
	fon	Fɔn	a	a
	fon	Fɔn	b	b
	fon	Fɔn	e	e
	fon	Fɔn	d	d
	fon	Fɔn	ɡ	ɡ
	fon	Fɔn	f	f
	fon	Fɔn	i	i
	fon	Fɔn	h	h
	fon	Fɔn	k	k
	fon	Fɔn	j	j
	fon	Fɔn	m	m
	fon	Fɔn	l	l
	fon	Fɔn	o	o
	fon	Fɔn	n	n
	fon	Fɔn	p	p
	fon	Fɔn	s	s
	fon	Fɔn	ɲ	ɲ
	fon	Fɔn	u	u
	fon	Fɔn	t	t
	fon	Fɔn	w	w
	fon	Fɔn	v	v
	fon	Fɔn	x	x
	fon	Fɔn	z	z
	fon	Fɔn	ĩ	ĩ			all vowels have a phonemic nasal counterpart
	fon	Fɔn	ẽ	ẽ			all vowels have a phonemic nasal counterpart
	fon	Fɔn	ɛ̃	ɛ̃			all vowels have a phonemic nasal counterpart
	fon	Fɔn	ũ	ũ			all vowels have a phonemic nasal counterpart
	fon	Fɔn	õ	õ			all vowels have a phonemic nasal counterpart
	fon	Fɔn	ɔ̃	ɔ̃			all vowels have a phonemic nasal counterpart
	fon	Fɔn	ã	ã			all vowels have a phonemic nasal counterpart

712	fub	Fulfulde (Cameroon)	ʔ	ʔ
	fub	Fulfulde (Cameroon)	r	r
	fub	Fulfulde (Cameroon)	ʔʲ	ʔʲ
	fub	Fulfulde (Cameroon)	ŋ	ŋ
	fub	Fulfulde (Cameroon)	ɓ	ɓ
	fub	Fulfulde (Cameroon)	ɗ	ɗ
	fub	Fulfulde (Cameroon)	ɟ	ɟ
	fub	Fulfulde (Cameroon)	a	a
	fub	Fulfulde (Cameroon)	c	c
	fub	Fulfulde (Cameroon)	b	b
	fub	Fulfulde (Cameroon)	e	e
	fub	Fulfulde (Cameroon)	d	d
	fub	Fulfulde (Cameroon)	ɡ	ɡ
	fub	Fulfulde (Cameroon)	f	f
	fub	Fulfulde (Cameroon)	i	i
	fub	Fulfulde (Cameroon)	h	h
	fub	Fulfulde (Cameroon)	k	k
	fub	Fulfulde (Cameroon)	j	j
	fub	Fulfulde (Cameroon)	m	m
	fub	Fulfulde (Cameroon)	l	l
	fub	Fulfulde (Cameroon)	o	o
	fub	Fulfulde (Cameroon)	n	n
	fub	Fulfulde (Cameroon)	p	p
	fub	Fulfulde (Cameroon)	s	s
	fub	Fulfulde (Cameroon)	ɲ	ɲ
	fub	Fulfulde (Cameroon)	u	u
	fub	Fulfulde (Cameroon)	t	t
	fub	Fulfulde (Cameroon)	w	w
	fub	Fulfulde (Cameroon)	<v>	v			added from AA borrowed words (not in Taylor 1953)
	fub	Fulfulde (Cameroon)	iː	iː			verified in Taylor 1953
	fub	Fulfulde (Cameroon)	eː	eː			verified in Taylor 1953
	fub	Fulfulde (Cameroon)	uː	uː			verified in Taylor 1953
	fub	Fulfulde (Cameroon)	oː	oː			verified in Taylor 1953
	fub	Fulfulde (Cameroon)	aː	aː			verified in Taylor 1953

713	fuq	Fulfulde (Niger)	p	p
	fuq	Fulfulde (Niger)	b	b
	fuq	Fulfulde (Niger)	ɓ	ɓ
	fuq	Fulfulde (Niger)	t	t
	fuq	Fulfulde (Niger)	d	d
	fuq	Fulfulde (Niger)	ɗ	ɗ
	fuq	Fulfulde (Niger)	c	c
	fuq	Fulfulde (Niger)	ɟ	ɟ
	fuq	Fulfulde (Niger)	k	k
	fuq	Fulfulde (Niger)	ɡ	ɡ
	fuq	Fulfulde (Niger)	ʔ	ʔ
	fuq	Fulfulde (Niger)	m	m
	fuq	Fulfulde (Niger)	mb	mb
	fuq	Fulfulde (Niger)	n	n
	fuq	Fulfulde (Niger)	nd	nd
	fuq	Fulfulde (Niger)	ɲ	ɲ
	fuq	Fulfulde (Niger)	n̠d̠ʒ	ɲʤ
	fuq	Fulfulde (Niger)	ŋ	ŋ
	fuq	Fulfulde (Niger)	ŋɡ	ŋɡ
	fuq	Fulfulde (Niger)	f	f
	fuq	Fulfulde (Niger)	s	s
	fuq	Fulfulde (Niger)	l	l
	fuq	Fulfulde (Niger)	r	r
	fuq	Fulfulde (Niger)	h	h
	fuq	Fulfulde (Niger)	w	w
	fuq	Fulfulde (Niger)	j	j
	fuq	Fulfulde (Niger)	ʔʲ	ʔʲ
	fuq	Fulfulde (Niger)	i	i
	fuq	Fulfulde (Niger)	e	e
	fuq	Fulfulde (Niger)	a	a
	fuq	Fulfulde (Niger)	u	u
	fuq	Fulfulde (Niger)	o	o
	fuq	Fulfulde (Niger)	iː	iː			all vowels have a phonemic long counterpart
	fuq	Fulfulde (Niger)	eː	eː			all vowels have a phonemic long counterpart
	fuq	Fulfulde (Niger)	uː	uː			all vowels have a phonemic long counterpart
	fuq	Fulfulde (Niger)	oː	oː			all vowels have a phonemic long counterpart
	fuq	Fulfulde (Niger)	aː	aː			all vowels have a phonemic long counterpart

714	ffm	Fulfulde (Mali)	d̠ʒ	ʤ
	ffm	Fulfulde (Mali)	t̠ʃ	ʧ
	ffm	Fulfulde (Mali)	n̠d̠ʒ	ɲʤ
	ffm	Fulfulde (Mali)	ʔ	ʔ
	ffm	Fulfulde (Mali)	mb	mb
	ffm	Fulfulde (Mali)	nd	nd
	ffm	Fulfulde (Mali)	ʔʲ	ʔʲ
	ffm	Fulfulde (Mali)	ŋɡ	ŋɡ
	ffm	Fulfulde (Mali)	ŋ	ŋ
	ffm	Fulfulde (Mali)	ɓ	ɓ
	ffm	Fulfulde (Mali)	ɗ	ɗ
	ffm	Fulfulde (Mali)	r	r
	ffm	Fulfulde (Mali)	a	a
	ffm	Fulfulde (Mali)	b	b
	ffm	Fulfulde (Mali)	e	e
	ffm	Fulfulde (Mali)	d	d
	ffm	Fulfulde (Mali)	ɡ	ɡ
	ffm	Fulfulde (Mali)	f	f
	ffm	Fulfulde (Mali)	i	i
	ffm	Fulfulde (Mali)	h	h
	ffm	Fulfulde (Mali)	k	k
	ffm	Fulfulde (Mali)	j	j
	ffm	Fulfulde (Mali)	m	m
	ffm	Fulfulde (Mali)	l	l
	ffm	Fulfulde (Mali)	ɔ	ɔ
	ffm	Fulfulde (Mali)	n	n
	ffm	Fulfulde (Mali)	p	p
	ffm	Fulfulde (Mali)	s	s
	ffm	Fulfulde (Mali)	ɲ	ɲ
	ffm	Fulfulde (Mali)	u	u
	ffm	Fulfulde (Mali)	t	t
	ffm	Fulfulde (Mali)	w	w				C:
	ffm	Fulfulde (Mali)	iː	iː			consonants and vowels have phonemic long counterparts, surely there must be some restriction on consonants that are included
	ffm	Fulfulde (Mali)	eː	eː			consonants and vowels have phonemic long counterparts, surely there must be some restriction on consonants that are included
	ffm	Fulfulde (Mali)	uː	uː			consonants and vowels have phonemic long counterparts, surely there must be some restriction on consonants that are included
	ffm	Fulfulde (Mali)	oː	oː			consonants and vowels have phonemic long counterparts, surely there must be some restriction on consonants that are included
	ffm	Fulfulde (Mali)	aː	aː			consonants and vowels have phonemic long counterparts, surely there must be some restriction on consonants that are included

715	fuh	Fulfulde (Burkina Faso)	n̠d̠ʒ	ɲʤ
	fuh	Fulfulde (Burkina Faso)	ʔ	ʔ
	fuh	Fulfulde (Burkina Faso)	mb	mb
